,season_teams_count,position_class_team_1,position_class_team_2,diff_points_class,team_1_xg90_performance,team_2_xg90_performance,team_1_xga90_performance,team_2_xga90_performance,team_1_tsr_avg,team_2_tsr_avg,team1_all_classic_xgsh,team1_all_classic_xgash,team1_all_classic_gdxgd,team1_all_classic_wins,team1_all_classic_draw,team1_all_classic_defeat,team1_all_xg90_draw_xgxga,team1_all_xg90_zero_xgxga,team1_all_xg90_com_xgxga,team2_all_classic_xgd,team2_all_classic_gdxgd,team2_all_classic_xp,team2_all_classic_minutes,team2_all_xg90_draw_xga90,team2_all_xg90_draw_xgxga,team2_all_xg90_cxp_xg90,team2_all_xg90_cop_xg90,team2_all_five_draw_xg90,team_1_points_difference4,team_2_points_difference4,team_1_xg90_performance_diff4,team_2_xg90_performance_diff4,team_1_xga90_performance_diff4,team_2_xga90_performance_diff4,team_1_lucky_l4,team_2_lucky_l4,odds_open_win1,odds_open_draw,odds_open_win2,odds_open_tm25,odds_open_tb25,odds_close_win1,odds_close_draw,odds_close_win2,odds_close_tm25,odds_close_tb25,result_output
,27,E,E,A2,9.846.154,12.223.183,14.373.274,14.587.498,39.262.634,45.434.315,0.12,0.12,0.7,10,7,13,0.71,0.57,0.84,-9.5,2.5,0,2868,1.15,0.94,0.91,1.02,1.02,0,49.999.996,-39.018.215,8.007.541,13.829.805,-17.885.752,-758.245,61.934.054,2.14,3.21,3.06,2.1,1.653,2.37,3.5,2.86,2.11,1.729,1
,24,F,D,B2,99.668.664,13.646.455,13.467.963,11.800.563,49.170.593,48.385.277,0.11,0.13,-5,5,4,7,0.8,1.06,1.19,2.1,0.9,0,1525,1.33,0.99,2.29,1.3,1.18,-36.842.106,4.347.826,-10.291.492,20.412.745,34.187.263,5.220.215,22.041.798,9.131.682,2.99,3.2,2.63,1.709,2.25,3.18,3.34,2.42,1.719,2.23,1
,24,B,G,B1,5.901.061,110.931,7.699.859,1.272.877,44.257.896,53.941.963,0.08,0.09,3,5,7,5,0.79,0.85,0.57,8.2,-10.2,0,1516,0.79,1.69,0.86,0.76,0.84,-42.045.456,-5.882.353,-11.070.561,25.320.509,11.657.055,7.694.097,3.354.392,-4.193.425,2.68,3.27,2.88,1.719,2.24,2.88,3.16,2.75,1.666,2.33,2
,24,B,F,B1,1.241.536,10.252.975,10.282.488,12.738.726,54.734.646,5.271.738,0.11,0.11,-1.3,7,4,6,1.21,1.15,1.85,1.3,-4.3,0,1533,0.99,1.27,1.15,1.47,1.39,-83,2.631.579,-22.351.986,18.226.915,9.397.372,-5.502.342,10.767.388,-39.585.376,1.735,3.83,4.88,1.943,1.925,2.27,3.4,3.42,1.925,1.98,1
,24,D,E,B1,11.532.737,12.265.016,10.367.645,11.554.484,50.924.522,5.188.796,0.1,0.1,0,6,6,4,1.7,1.54,0.79,-0.5,1.5,0,1528,1.05,1.18,1.05,1.2,1.71,16.666.668,-40,-5.219.931,-24.763.489,5.460.136,-31.065.233,19.713.312,-1.478.135,2.03,3.49,4,1.806,2.1,1.99,3.44,4.25,1.735,2.21,2
,24,E,A,D2,11.542.498,11.722.028,17.920.678,97.969.985,4.385.048,44.424.416,0.12,0.13,-3.9,6,2,8,0.81,0.71,0.71,-8.7,12.7,0,1629,1.22,0.54,0.79,1.01,0.32,20,27.499.998,8.636.362,-45.488.477,-17.508.327,14.549.414,24.035.335,83.694.565,2.67,3.39,2.8,1.826,2.06,2.46,3.22,3.22,1.757,2.17,1
,24,H,C,D2,10.060.523,12.558.374,13.939.627,11.544.253,40.530.018,54.470.703,0.12,0.12,2.6,3,3,9,0.49,0.53,0.99,4.7,-1.7,0,1539,1.13,1.02,0.51,1.57,0.23,24.999.998,8.461.539,-22.024.254,5.358.628,-46.157.585,-50.624.783,-43.224.514,30.653.203,3.03,3.23,2.51,1.662,2.29,3.32,3.17,2.43,1.595,2.48,2
,24,F,F,A2,9.182.988,12.743.362,10.627.128,14.427.539,5.002.577,43.409.306,0.12,0.12,-2,4,5,5,0.66,0.82,1.07,-3.5,-0.5,0,1557,1.59,0.85,0,0.97,0.91,10.588.235,47.368.423,30.316.877,27.786.463,-451.442,11.573.536,41.936.803,3.373.891,2.02,3.6,3.91,1.9,1.97,2,3.61,3.96,1.934,1.97,2
,24,F,D,B2,69.825.625,11.723.738,11.008.315,11.116.413,4.794.729,38.875.477,0.09,0.12,-1.7,5,3,8,1.01,1.16,0.5,-7.3,8.3,0,1535,1.18,0.81,1.39,0.84,1.09,-33.333.336,27.272.728,-3.061.889,-16.089.104,63.355.553,20.071.424,5.757.046,5.416.305,2.05,3.45,3.98,1.781,2.14,1.934,3.45,4.51,1.714,2.24,1
,24,D,F,C1,12.219.858,67.697.126,12.124.164,15.426.022,45.726.692,32.029.556,0.09,0.09,1.2,6,2,7,1.06,1.2,1.21,-13.6,-0.4,0,1431,1.11,0.62,0,0.69,0.21,6.874.999,36.363.636,13.392.344,-4.255.318,67.047.825,-19.127.918,5.566.621,40.464.926,1.487,4.54,6.87,2.08,1.793,1.495,4.71,6.38,2.28,1.671,0
,24,A,C,E1,16.545.155,10.223.438,79.294.366,17.701.389,5.896.765,4.768.691,0.11,0.09,7.2,9,4,3,1.66,1.75,2.03,-2.2,-10.8,0,1563,1.25,1.02,1.24,1.14,1.67,32.258.062,6.666.667,-4.750.314,8.574.049,-29.180.523,-5.787.945,1.813.314,5.685.852,1.413,4.87,7.98,2.13,1.757,1.469,4.73,6.83,2.25,1.684,2
,24,B,C,B1,15.680.501,8.958.642,10.479.987,10.095.096,56.595.905,43.429.832,0.14,0.1,-2.5,7,5,2,1.25,1.42,3.36,-3.2,1.2,0,1472,1.05,0.77,0.31,0.9,0.41,-32.692.307,7.142.859,-276.085,2.037.181,-29.136.357,18.673.182,-5.253.146,12.534.451,1.709,3.8,5.29,1.793,2,1.854,3.66,4.49,1.781,2.09,1
,24,D,D,A2,10.186.402,10.725.881,13.354.722,1.140.722,52.021.236,392.634,0.11,0.09,-8.9,5,4,6,1.23,1.18,1.14,-8,8,0,1353,0.78,1.06,0.74,0.76,0.8,38.157.894,33.333.336,36.462.574,-34.466.022,-9.168.943,-51.857.803,6.761.861,12.636.681,1.961,3.5,4.18,1.781,2.1,2.01,3.37,4.17,1.584,2.45,0
,24,B,C,C1,17.932.931,10.130.922,10.943.993,16.060.023,5.462.739,48.094.463,0.13,0.11,1.5,9,1,6,1.64,1.46,0.72,-2,-8,0,1571,1.4,0.6,0.1,1.06,1.1,2.857.143,-36.842.106,-13.795.559,-29.807.143,146.115.675,-18.472.142,45.338.827,-8.183.378,1.518,4.55,6.27,2.27,1.671,1.458,4.62,7.37,2.13,1.757,2
,24,E,E,A1,80.922.776,1.036.082,86.858.845,15.200.825,43.031.178,5.223.202,0.1,0.11,1.8,3,8,4,0.63,0.74,1.51,4.2,-12.2,0,1455,1.06,0.96,3.11,0.9,0.99,-5.588.235,0,59.987.526,-14.423.066,32.012.238,5.379.498,-20.832.658,-48.625.553,2.22,3.45,3.41,1.826,1.97,2.26,3.62,3.17,2.02,1.854,2
,24,C,C,A1,98.723.733,13.208.166,7.836.928,15.417.075,5.770.999,4.189.097,0.11,0.15,2,6,3,5,1.65,1.71,2.11,0.7,-2.7,0,1550,1.34,0.65,0.53,0.66,0.48,-33.333.336,60.000.004,-25.095.058,52.655.357,43.374.943,-19.606.049,850.443,2.313.568,1.645,4.23,5.18,2.04,1.757,1.724,3.99,4.83,2.16,1.735,1
,24,C,G,C1,11.585.196,7.410.847,92.749.417,13.742.356,50.249.725,4.435.843,0.12,0.1,1.2,5,5,6,0.74,0.85,0.86,-9.1,-0.9,0,1435,1.23,0.42,0.26,1.17,0.24,40,118.75,19.349.012,52.481.194,-13.100.059,-39.324.255,17.873.979,42.637.503,2,3.42,4.13,1.724,2.18,2.23,3.09,3.82,1.487,2.73,2
,24,D,D,A1,11.146.637,14.080.547,6.812.025,10.700.316,50.382.282,48.135.345,0.13,0.11,3.8,7,3,5,1.05,1.19,1.11,8.9,-3.9,0,1415,0.84,1.46,1.44,1.88,1.53,24.999.998,-62.500.014,731.454,-59.363.155,-56.978.573,23.690.676,-5.071.331,39.239.293,2.02,3.39,4.11,1.709,2.21,1.925,3.31,4.69,1.546,2.55,1
,24,E,C,A2,11.160.797,8.933.262,11.689.498,11.906.198,5.230.404,5.099.524,0.11,0.09,-6.7,5,3,7,1.78,2.75,1.63,2.8,-6.8,0,1541,0.7,1.44,0,1.23,0.9,8.749.999,5.263.158,32.135.014,167.565,6.933.587,-23.288.567,6.838.007,-31.056.923,1.769,3.74,4.93,1.806,1.98,1.84,3.43,5.01,1.684,2.25,2
,24,A,C,E1,16.058.313,8.109.384,10.199.713,10.888.416,52.771.206,49.285.034,0.12,0.13,10.3,9,4,3,1.45,0.98,0.87,-1.2,-3.8,0,1550,1.03,0.72,0.79,0.56,0.3,-3.548.387,6.666.667,-30.557.056,20.689.747,-15.264.058,-10.052.902,-18.763.518,-9.008.652,1.99,3.44,4.14,1.746,2.15,2.3,3.2,3.48,1.552,2.54,1
,24,B,B,A1,14.315.864,9.996.476,9.884.711,92.635.787,63.520.874,50.876.987,0.13,0.12,-4.1,8,3,4,1.23,1.1,2.42,3.5,-0.5,0,1536,0.69,1.32,9.67,1.2,0.45,-27.777.753,37.037.036,-1.987.325,14.225.274,-12.001.349,-1.794.368,-4.043.883,-36.409.324,1.751,3.88,4.81,1.9,1.884,1.877,3.66,4.35,1.943,1.925,1
,24,A,C,C1,15.489.221,11.451.108,54.780.656,73.318.195,60.070.637,5.589.153,0.11,0.12,11.3,11,3,1,1.33,1,12.18,1.7,5.3,0,1440,1,1.16,0.23,0.94,0.95,-1.666.667,-16.666.664,-3.274.893,-2.377.865,-3.052.081,73.408.356,-5.251.795,-9.137.702,2,3.41,4.14,1.719,2.19,1.8,3.71,4.74,1.787,2.09,1
,24,C,D,D2,7.666.536,10.858.046,17.155.523,7.871.901,4.106.657,4.583.831,0.1,0.14,-4.3,1,6,9,0.54,0.65,0.51,4,1,0,1436,0.96,1.22,1.18,0.47,1.15,0,14.130.438,-910.299,-21.443.462,-14.836.945,12.787.303,-27.441.096,15.342.612,3.11,3.36,2.41,1.781,2.01,3.23,3.38,2.34,1.793,2.08,2
,24,B,F,C1,11.211.475,3.571.586,1.244.324,96.476.144,3.863.726,5.076.403,0.14,0.1,-3.5,6,4,6,0.75,0.61,1.67,-4.9,-5.1,0,1429,0.76,0.83,0,0.58,1.13,-63.636.364,-13.461.539,89.243.156,21.739.124,-106.790.905,-4.476.087,-8.170.122,4.963.876,2.2,3.31,3.62,1.709,2.21,2.17,3.41,3.58,1.645,2.33,1
,24,H,A,E2,7.382.551,13.788.306,12.994.454,7.690.364,41.991.337,63.912.754,0.12,0.11,-5.7,2,4,9,0.73,0.76,0.95,9,0,0,1528,0.7,1.76,0.8,1.51,1.49,49.999.996,-20,38.272.717,-25.837.063,-27.107.773,4.475.742,-26.262.552,5.801.134,3.34,3.34,2.3,1.751,2.04,4.11,3.31,2.04,1.602,2.41,2
,24,E,A,D2,94.159,14.712.696,8.929.836,10.010.929,43.034.916,52.192.104,0.12,0.11,1.6,5,5,6,0.68,0.74,0.8,2.3,5.7,0,1526,0.91,1.22,0.66,1.25,0.68,40,20,7.139.576,12.007.879,-45.311.096,-11.784.721,-26.448.286,-79.868.555,2.5,3.25,3.13,1.862,2.01,2.43,3.37,3.14,1.751,2.19,0
,24,C,C,C1,10.285.535,7.777.026,85.420.775,19.071.758,54.123.535,38.432.396,0.1,0.12,3.4,6,3,6,1.06,1.15,0.73,-14.6,-3.4,0,1553,1.46,0.8,0.33,0.3,0.97,-8.214.286,-3.846.154,-3.996.882,1.663.771,13.056.941,27.739.801,-11.346.389,3.205.322,1.628,4.11,5.55,1.943,1.847,1.543,4.32,6.31,2.06,1.806,2
,24,F,G,B1,10.545.301,73.118.275,13.655.413,1.294.143,4.933.753,40.606.808,0.12,0.14,0.2,4,4,7,0.74,0.91,1,-12.4,3.4,0,1438,1.53,0.41,1.14,2.13,0.73,-62.500.052,24.999.998,77.615.523,-17.752.096,16.253.822,31.181.723,-61.681.688,10.486.463,1.98,3.57,4,1.781,2.01,1.97,3.53,4.08,1.787,2.09,0
,18,A,F,C1,17.850.266,9.388.889,10.451.661,13.669.096,6.115.121,4.866.465,0.09,0.13,5.2,5,3,1,1.22,1.58,4.25,-2.9,-1.1,0,853,1.35,0.43,0.34,1.21,0.48,-12.5,50,14.497.036,25.480.768,47.589.283,3.755.245,-17.651.856,40.780.187,1.362,4.67,8.71,1.952,1.862,1.429,4.08,8.98,1.99,1.854,1
,24,A,C,C1,16.581.751,10.642.161,8.203.436,13.360.444,573.003,4.736.451,0.12,0.1,7.6,8,8,1,2.54,2.62,9,1.9,-5.9,0,1532,0.8,1.23,1.35,1.08,1.66,328.125,-52,12.977.184,71.913.853,-29.559.645,-28.405.931,10.497.153,-3.576.401,1.555,4.36,5.81,2.13,1.757,1.617,4.08,5.98,1.892,2.02,1
,24,C,B,B2,1.375.985,12.186.624,14.191.887,12.732.549,45.448.326,51.480.053,0.14,0.13,2.4,6,3,8,1,1.14,0.84,1.1,-1.1,0,1530,1.33,1.07,0.73,1.08,1.18,21.428.574,33.333.336,-34.506.874,-35.135.105,-6.316.513,-22.132.565,4.507.134,5.483.538,2.07,3.61,3.72,2.14,1.781,2.73,3.58,2.62,2.2,1.74,2
,24,G,C,D2,11.728.735,1.4993,12.769.928,9.163.393,59.480.885,6.129.621,0.11,0.12,-8.5,2,8,6,0.88,0.87,3.75,10.3,-0.3,0,1548,0.99,1.35,0.95,2.53,1.39,14.285.715,-69.230.774,-56.223.583,17.905.914,-10.160.946,53.559.208,7.247.472,-526.082,2.08,3.48,3.84,1.892,2.02,2.4,3.45,3.12,1.917,1.99,1
,24,D,C,B2,11.951.663,12.628.727,1.254.229,8.890.143,48.102.192,51.161.594,0.14,0.13,-0.9,5,5,5,0.97,1.27,0.73,4.3,1.7,0,1425,0.71,1.8,0.42,1.03,1.12,-43.750.004,24.999.998,9.463.631,4.002.146,5.101.304,24.517.315,-39.383.364,96.631.885,2.18,3.53,3.35,1.813,2.07,2.21,3.37,3.59,1.724,2.23,1
,24,B,F,B1,12.477.937,74.666.667,13.741.808,10.722.013,54.912.056,51.143.776,0.12,0.15,-1.5,7,3,5,1.06,0.99,0.43,-3.4,-1.6,0,1426,0.92,1.04,0.68,0.9,1.13,40.624.996,24.999.996,-19.001.635,-10.406.404,8.108.107,56.485.104,4.742.865,83.711.374,2.02,3.48,3.88,1.84,2.04,2.14,3.46,3.68,1.781,2.13,0
,24,E,A,B2,11.877.126,1.567.775,9.992.373,80.892.986,5.201.382,57.756.573,0.1,0.11,2.8,5,5,5,1.16,0.95,0.56,5.4,6.6,0,1429,0.43,2.81,0.67,1.12,1.07,-25.000.004,15.384.615,-10.816.616,-8.238.172,-14.465.755,-39.066.063,-5.041.205,20.226.997,3.17,3.4,2.39,1.854,2.02,3.46,3.17,2.36,1.666,2.33,1
,24,E,G,B1,10.591.954,8.364.649,11.237.026,11.042.867,52.310.303,50.706.482,0.1,0.11,-2.8,5,4,6,1.36,1.44,0.86,-1.7,-2.3,0,1145,1.27,0.62,0,0.93,0.62,38.157.894,6.153.846,20.252.308,-869.385,-43.238.113,-4.999.723,28.111.398,8.633.653,2.15,3.35,3.63,1.869,2,2.01,3.54,4.02,1.84,2.08,2
,24,B,C,A1,14.851.346,1.302.649,8.648.922,9.915.132,60.799.294,56.202.435,0.12,0.13,1.1,7,4,4,1.33,1.75,0.98,8,-3,0,1443,0.82,1.38,1.03,1.55,0.94,-85,-84.375,56.746.507,8.515.465,5.480.684,37.040.897,-6.610.037,-46.237.046,2.45,3.46,3.03,1.917,1.99,2.27,3.49,3.32,1.943,1.961,2
,24,C,F,B1,1.076.268,99.652.004,8.742.918,18.714.203,39.244.953,423.294,0.13,0.11,7.4,5,6,3,0.79,1.02,0.27,-8.8,-4.2,0,1445,1.05,0.77,0.08,1.33,0.48,16.666.668,32.352.943,-32.769.783,-17.514.328,138.857.975,-19.518.257,17.857.772,5.248.078,2.16,3.37,3.74,1.819,2.07,2.61,3.21,3,1.632,2.4,0
,24,D,E,A1,10.591.187,14.747.881,14.374.804,14.511.188,45.424.103,46.818.256,0.13,0.1,-6.8,7,1,7,1.16,1.11,0.31,-2.2,3.2,0,1543,1.51,1.04,0.37,1.54,1.85,-82.954.544,14.285.715,-10.117.876,-387.292,-8.643.915,25.620.874,-292.921,5.986.053,2.43,3.36,3.13,1.819,2.08,2.59,3.38,2.89,1.9,2.01,0
,24,E,F,B1,809.139,9.254.607,12.171.065,13.606.042,47.573.593,37.075.413,0.1,0.12,-1.9,5,2,8,0.92,0.98,0.53,-12.1,5,0,1436,1.4,0.4,1.48,0.58,0.56,-3.382.353,-13.461.539,-9.292.882,14.705.873,25.820.156,-19.456.858,-55.306.894,-47.075.558,2.69,3.37,2.75,1.806,2.06,2.99,3.04,2.7,1.531,2.59,0
,24,B,A,D2,13.390.744,17.829.887,11.017.226,7.956.617,48.732.677,68.614.265,0.13,0.11,-0.1,5,7,4,1.71,1.95,1.39,11.1,5.9,0,1555,0.75,2.4,1.05,0.76,1.4,63.636.364,0,0,3.994.358,-27.112.097,-27.103.111,2.965.914,-8.188.279,3.37,3.45,2.23,1.757,1.99,4,3.43,2.03,1.769,2.12,1
,24,B,F,D1,11.285.859,9.847.591,692.891,10.975.347,52.351.143,5.988.834,0.12,0.11,3.8,8,3,4,0.55,0.44,4.1,7.4,-9.4,0,1355,0.82,1.16,1.15,1.11,0.78,-27.777.753,-6.666.664,10.532.715,14.952.562,-67.422.085,10.083.538,-35.178.632,13.055.158,2.12,3.65,3.47,1.793,1.952,1.925,3.56,4.25,1.84,2.04,1
,24,B,D,D1,17.497.642,14.889.479,8.156.711,16.015.023,58.454.384,4.246.148,0.1,0.09,8.7,9,3,3,1.5,1.75,2.37,2.2,-4.2,0,1450,1.23,0.72,0.53,0.66,0.48,-12.5,9.736.842,-13.119.605,3.574.822,-16.521.946,-2.093.205,59.037.864,37.946.403,1.353,5.32,8.99,2.25,1.684,1.485,4.78,6.41,2.42,1.598,2
,24,D,E,B1,11.879.879,9.656.389,11.105.503,16.144.515,44.305.386,49.009.094,0.1,0.09,2.7,6,2,6,1.05,1.22,1.27,-1.7,-9.3,0,1472,1.4,0.6,0.13,0.73,1.1,57.5,0,29.787.905,-32.452.232,21.241.167,2.287.868,1.503.595,-79.102.755,1.74,4.04,4.66,2.1,1.775,1.699,3.97,5.08,2.05,1.813,2
,24,B,F,D1,16.404.269,10.013.593,10.763.779,11.656.373,57.530.636,6.022.163,0.14,0.11,-1.6,7,4,2,1.27,1.45,5.2,8.3,-10.3,0,1255,0.83,1.16,1.15,1.25,0.78,-48,-7.142.862,-24.728.394,15.539.419,4.208.427,16.160.892,-31.621.426,1.991.722,2.02,3.68,3.73,2.1,1.775,2.23,3.49,3.35,1.847,2.03,1
,24,E,A,D2,99.098,16.551.725,12.651.662,7.877.717,5.281.496,6.924.915,0.11,0.08,-8.8,5,4,5,1.67,1.37,1.09,9.9,6.1,0,1453,0.75,2.2,1.09,0.79,1.4,28.947.374,2.272.725,2.269.372,4.739.582,-48.923.077,-5.377.621,-32.572.192,-6.568.831,4.99,3.55,1.806,1.729,2.17,4.35,3.15,2.05,1.518,2.63,0
,24,A,C,D1,18.927.693,9.182.053,9.996.384,10.061.424,5.515.965,4.362.191,0.1,0.14,18.6,11,2,2,0.79,0.7,1.05,-2.6,1.6,0,1373,0.97,0.76,0.31,0.95,0.41,71.428.604,0,9.927.231,-62.499.995,7.367.623,10.703.941,39.497.828,-14.895.856,1.847,3.6,4.61,1.787,2.09,1.97,3.47,4.19,1.854,2.02,2
,24,C,F,C1,17.512.228,10.376.836,1.123.023,14.406.266,5.535.255,51.945.023,0.13,0.12,-0.4,8,1,6,1.66,1.54,0.65,4.1,-10.1,0,1361,0.99,1,3.11,0.84,0.99,5.000.003,-34.375.004,15.363.134,18.646.986,21.819.344,3.399.752,-97.991.586,-21.255.255,1.689,4.35,4.64,2.35,1.632,1.606,4.25,5.57,2.26,1.68,1
,24,E,F,B1,80.756.086,9.013.633,87.325.233,19.729.168,42.104.836,38.061.222,0.1,0.1,1.3,3,7,4,0.73,0.82,1.06,-15,-3,0,1456,1.52,0.6,0.33,0.35,0.97,-12.500.005,24.999.998,31.651.371,-2.184.164,15.553.374,29.207.808,-28.548.646,87.612.927,2.06,3.53,3.78,1.833,1.943,2.01,3.64,3.81,1.943,1.925,1
,24,D,D,A2,10.692.998,15.869.849,8.515.891,12.772.458,56.654.716,52.647.144,0.11,0.15,2.7,6,2,5,1.54,1.59,2.3,5.7,-0.7,0,1447,1.07,1.14,1.35,1.35,1.28,-25.000.017,7.142.859,-15.329.925,16.388.744,35.942.287,25.418.276,1.200.328,-20.524.961,1.943,3.64,4.06,1.869,1.917,2.2,3.54,3.37,1.97,1.9,2
,24,C,F,D1,12.372.738,10.523.103,7.326.113,16.567.777,52.271.088,31.807.652,0.12,0.1,4.9,7,5,3,1.62,1.68,3.12,-13.3,3.3,0,1431,1.42,0.59,0.04,0.51,1.04,-27.884.617,10.192.307,-27.214.325,30.633.814,2.368.594,-10.908.329,36.748.558,110.554.695,1.641,4.08,5.46,1.952,1.833,1.684,4,5.18,1.943,1.925,2
,24,C,E,B1,10.986.196,91.348.237,9.822.227,1.052.863,51.767.647,4.667.479,0.12,0.1,-1.9,8,1,6,1.86,2.04,0.4,-4.5,2.5,0,1432,0.68,1.17,1.17,0.64,2.12,-39.999.996,-40.789.474,10.373.942,-33.405.685,25.436.687,60.980.022,-14.942.151,36.282.158,1.961,3.45,4.26,1.735,2.17,1.909,3.36,4.67,1.632,2.34,0
,24,A,E,C1,14.516.151,9.953.524,10.071.983,13.218.124,52.142.166,4.931.138,0.11,0.12,5.1,8,3,4,1.09,0.99,0.98,-1.5,-4.5,0,1441,1.11,0.87,0,0.77,0.74,25.000.004,-40.789.474,17.259.472,-1.944.274,-18.376.157,4.425.223,3.345.537,-12.796.807,2.01,3.57,3.99,1.884,1.99,1.98,3.49,4.23,1.751,2.18,2
,18,B,E,D1,1.821.446,11.507.932,10.583.334,12.003.226,47.656.464,5.440.656,0.14,0.09,4.8,9,3,4,0.68,0.51,4.63,6.3,-6.3,0,1633,0.98,0.88,0.13,0.67,0.75,-46.666.668,-57.5,10.715.764,-22.239.832,20.411.877,-78.291.016,-7.429.738,-61.427.814,1.641,3.66,5.11,1.884,1.869,2.08,3.35,3.77,1.606,2.35,0
,8,B,B,B2,11.830.987,10.651.118,20.361.538,14.947.712,3.341.385,59,0.15,0.12,-5.7,1,3,4,1.4,1.21,0.64,5.9,-8.9,0,673,1.18,1.11,2.67,0.57,2.18,33.333.336,-47.500.004,11.706.344,-5.145.986,2.437.271,-78.868.413,62.004.566,-5.985.267,,,,,,,,,,,1
,20,D,C,A2,95.142.555,17.555.296,1.077.149,14.520.487,48.974.262,48.955.875,0.12,0.1,-1.9,3,1,3,0.94,0.57,1.03,-3.3,5.3,0,664,1.86,0.58,1.34,1.12,0.87,49.999.976,34.615.387,14.400.657,137.931,20.743.254,-48.464.874,-40.783.703,12.406.474,2.31,3.07,3.06,1.67,2.15,2.31,3.07,3.06,1.67,2.15,1
,20,C,C,A1,17.424.587,13.100.963,18.803.726,11.833.367,43.411.232,5.124.121,0.13,0.11,-1.1,4,1,2,1.36,0.83,1.14,-2,3,0,663,1.63,0.31,0.61,0.83,0.54,-19.230.766,-12.500.002,13.268.976,-22.706.417,3.062.971,14.451.146,-10.379.374,-52.113.056,2.47,3,2.89,1.79,2,2.47,3,2.89,1.79,2,2
